Light;Co2;TDS;TEMP;HUM;WaterTemp;pH;CropType;Method;yield_per_sqm
9882,8;735,3;1346,1;16,71;62,41;12,0;6,46;Spinach;AEROPONIC;4,714
14861,4;866,3;1120,9;18,72;67,14;15,48;5,53;Spinach;SOIL_BASED;3,456
18188,0;910,1;1448,7;25,05;56,95;22,49;5,97;Bok Choy;HYDROPONIC;5,252
15544,3;824,5;1064,1;24,81;72,13;20,79;5,66;Kale;AEROPONIC;6,393
15894,3;658,4;1398,5;23,3;69,38;19,27;5,26;Kale;HYDROPONIC;5,908
13094,5;965,1;1281,1;25,39;77,91;21,01;5,84;Chinese Cabbage;SOIL_BASED;3,236
16790,5;664,6;1341,0;25,09;75,46;19,21;6,22;Chinese Cabbage;AQUAPONIC;3,925
15183,6;826,4;1216,4;23,5;78,04;20,0;6,57;Bok Choy;AEROPONIC;5,034
18827,9;780,2;929,5;24,25;78,44;21,38;6,67;Kale;AEROPONIC;6,11
15108,1;849,1;916,5;15,0;61,85;12,0;6,09;Bok Choy;SOIL_BASED;3,257
9353,7;835,2;1079,8;23,13;72,08;18,75;5,88;Chinese Cabbage;SOIL_BASED;2,943
10204,1;897,0;1138,2;23,37;73,73;17,84;6,22;Chinese Cabbage;AEROPONIC;4,881
10577,0;793,4;1350,8;28,86;62,7;24,1;6,65;Spinach;AQUAPONIC;4,028
12516,3;865,7;1271,6;21,19;78,48;18,09;6,13;Bok Choy;SOIL_BASED;3,412
19788,4;911,3;1161,0;23,4;67,08;17,85;6,63;Bok Choy;SOIL_BASED;3,616
18526,4;556,1;759,9;27,49;73,44;23,81;6,44;Kale;SOIL_BASED;3,967
15993,8;972,0;1099,2;25,07;77,38;22,43;6,38;Kale;AQUAPONIC;5,64
17261,9;752,7;978,6;23,57;71,64;19,28;6,15;Spinach;AEROPONIC;4,889
16952,5;828,5;1733,8;26,19;83,42;22,19;7,16;Lettuce;HYDROPONIC;5,66
18135,8;802,4;1299,1;21,28;88,56;15,55;6,34;Lettuce;SOIL_BASED;4,253
10870,7;722,5;1687,1;28,33;68,15;25,15;6,21;Lettuce;AQUAPONIC;4,866
18985,0;763,1;1300,0;25,3;76,14;19,8;6,45;Bok Choy;AEROPONIC;4,94
14835,3;799,4;1764,9;18,95;88,13;15,36;5,49;Bok Choy;AEROPONIC;4,971
15625,7;750,1;1362,0;21,81;62,75;18,13;5,95;Chinese Cabbage;AQUAPONIC;4,184
18424,5;939,4;1371,9;17,46;44,31;13,77;5,85;Bok Choy;SOIL_BASED;3,394
15484,9;910,6;1786,3;25,73;76,19;20,39;5,82;Bok Choy;HYDROPONIC;4,739
11466,4;706,0;1095,1;25,08;64,72;22,04;6,29;Bok Choy;SOIL_BASED;3,706
13906,1;1069,4;1107,1;22,21;57,78;18,64;6,92;Spinach;AEROPONIC;4,873
16983,8;562,7;1312,5;26,86;61,94;22,61;5,88;Bok Choy;HYDROPONIC;4,812
12404,8;625,1;2038,6;23,27;54,74;18,81;5,93;Kale;SOIL_BASED;4,1
12506,3;770,3;1181,9;30,85;82,44;26,05;5,99;Kale;HYDROPONIC;6,225
15707,3;823,9;1360,3;20,14;80,36;16,26;6,15;Chinese Cabbage;AQUAPONIC;3,834
15136,8;673,4;1514,9;25,3;66,05;20,33;5,83;Spinach;SOIL_BASED;3,559
12251,9;729,1;1695,7;22,39;66,77;20,14;5,73;Kale;AEROPONIC;6,448
19187,6;629,9;1513,3;21,6;69,66;17,13;6,21;Spinach;AEROPONIC;4,696
15236,6;737,3;1667,1;23,02;82,22;18,4;5,62;Spinach;HYDROPONIC;4,58
6991,6;557,0;1478,5;24,53;58,99;21,01;5,84;Chinese Cabbage;AQUAPONIC;3,897
15947,1;727,4;1309,1;23,66;66,59;18,95;6,71;Spinach;SOIL_BASED;3,615
16787,9;721,1;999,7;25,4;78,61;21,89;5,97;Bok Choy;AQUAPONIC;4,395
16951,1;616,0;1145,5;25,2;65,16;21,1;5,66;Spinach;AQUAPONIC;4,182
13008,1;995,4;1185,5;27,56;60,9;24,44;6,49;Chinese Cabbage;HYDROPONIC;4,2
11226,4;867,5;1355,4;20,14;69,41;15,59;6,06;Chinese Cabbage;HYDROPONIC;4,346
14632,7;957,7;1417,3;19,14;52,84;14,21;5,84;Chinese Cabbage;SOIL_BASED;3,161
15182,1;788,5;1777,9;23,31;71,16;19,57;6,12;Kale;AEROPONIC;6,286
17170,9;850,3;740,5;21,28;65,86;17,09;5,3;Bok Choy;SOIL_BASED;3,598
15683,0;759,6;1267,0;25,95;73,41;21,72;6,24;Kale;AQUAPONIC;5,516
18364,1;757,4;1776,6;20,51;62,1;16,61;5,74;Lettuce;HYDROPONIC;5,518
18528,8;888,4;921,5;21,96;71,85;17,52;6,33;Bok Choy;AQUAPONIC;4,394
14558,6;668,6;1096,8;22,57;69,79;16,33;7,13;Spinach;HYDROPONIC;4,547
11112,1;759,2;1401,3;28,44;57,96;23,09;7,01;Chinese Cabbage;AEROPONIC;4,333
18101,9;1041,4;1506,2;29,4;59,97;25,44;6,47;Lettuce;AQUAPONIC;4,883
16530,1;769,5;920,3;20,3;78,45;15,75;6,79;Bok Choy;HYDROPONIC;5,105
11035,9;807,1;1682,3;17,35;76,14;13,3;6,24;Kale;SOIL_BASED;4,152
13701,6;924,8;1430,2;21,89;53,29;18,12;5,82;Chinese Cabbage;SOIL_BASED;3,494
10951,1;947,5;917,4;23,4;64,3;18,15;5,59;Kale;SOIL_BASED;4,072
7723,2;925,6;1580,0;23,38;70,68;19,2;6,04;Bok Choy;AQUAPONIC;4,11
11083,5;622,2;1546,2;23,26;72,53;19,06;5,46;Bok Choy;HYDROPONIC;4,864
7013,5;711,4;1279,5;25,78;70,34;19,19;5,61;Lettuce;HYDROPONIC;5,527
16150,5;1030,4;1160,7;22,37;71,22;17,66;6,46;Spinach;HYDROPONIC;4,799
14676,0;751,4;976,3;24,1;64,94;20,28;6,05;Kale;AQUAPONIC;5,559
11562,9;858,8;1173,5;25,31;69,48;20,77;5,8;Lettuce;HYDROPONIC;5,44
17045,9;897,4;1547,9;24,11;59,67;19,98;6,11;Chinese Cabbage;AEROPONIC;4,495
9493,9;1018,5;833,4;25,39;64,88;20,7;5,72;Spinach;AQUAPONIC;4,09
18848,6;648,8;1063,2;18,72;50,28;15,58;6,52;Lettuce;AEROPONIC;5,802
12902,2;817,4;1355,5;23,82;59,02;20,07;5,89;Kale;AEROPONIC;5,935
16012,7;774,8;1464,6;24,14;60,52;19,51;5,92;Bok Choy;SOIL_BASED;4,0
10845,9;1165,8;1454,2;23,04;60,94;18,6;6,08;Chinese Cabbage;AQUAPONIC;4,066
14927,8;695,9;1076,7;21,83;74,2;17,45;5,96;Kale;HYDROPONIC;6,304
14124,0;641,7;1253,1;24,79;54,63;20,02;6,67;Spinach;AEROPONIC;4,883
13471,6;1065,2;1160,4;23,84;62,57;19,4;6,74;Spinach;AQUAPONIC;4,154
12879,1;1166,2;1349,7;23,35;73,48;20,35;6,14;Bok Choy;HYDROPONIC;5,433
15905,2;952,9;1430,6;22,58;56,74;19,69;6,82;Bok Choy;SOIL_BASED;3,892
11386,9;551,9;1235,0;22,69;78,78;17,36;6,32;Chinese Cabbage;AQUAPONIC;4,068
7615,7;637,7;1310,0;21,36;69,52;15,89;6,12;Chinese Cabbage;AQUAPONIC;4,176
14266,3;653,0;1280,0;22,17;73,86;16,08;6,49;Bok Choy;AQUAPONIC;4,806
18217,3;1075,1;871,0;20,87;59,97;16,98;6,17;Bok Choy;HYDROPONIC;4,594
8606,1;768,6;1616,4;22,42;61,54;19,05;6,14;Spinach;AEROPONIC;4,709
14787,2;823,3;1549,3;24,52;66,79;20,82;6,06;Bok Choy;AEROPONIC;5,277
14492,3;733,4;811,9;25,8;74,9;22,4;5,86;Lettuce;AQUAPONIC;5,063
16401,2;587,0;1827,8;23,36;74,64;19,82;5,85;Kale;AQUAPONIC;5,343
14828,4;674,5;1386,8;23,28;71,38;17,86;5,49;Bok Choy;HYDROPONIC;5,143
12067,8;1064,5;1422,1;23,9;66,14;20,04;5,53;Chinese Cabbage;SOIL_BASED;3,276
8842,2;774,1;1149,5;26,25;61,46;22,96;5,78;Lettuce;AQUAPONIC;5,41
14805,1;513,2;1312,3;22,87;76,93;19,77;5,36;Chinese Cabbage;AQUAPONIC;4,301
12130,4;876,1;1422,0;24,8;64,99;20,17;5,94;Lettuce;SOIL_BASED;4,258
11489,9;768,5;1753,6;24,54;54,9;20,13;5,69;Bok Choy;AQUAPONIC;4,44
14822,5;772,4;995,3;21,75;59,83;16,85;6,25;Kale;AEROPONIC;6,169
10700,1;745,0;1572,1;25,48;62,02;22,0;6,33;Chinese Cabbage;AQUAPONIC;4,16
14914,1;611,5;1170,6;17,7;65,09;13,18;5,82;Lettuce;AEROPONIC;5,928
16368,9;683,1;1649,3;26,47;67,38;20,42;6,7;Spinach;HYDROPONIC;4,9
9236,7;1098,2;902,4;20,16;56,37;15,99;5,9;Bok Choy;HYDROPONIC;4,7
17876,3;909,0;1260,2;23,11;63,88;19,06;6,42;Kale;AEROPONIC;6,084
14390,2;880,8;741,5;25,82;64,96;21,95;5,87;Bok Choy;AEROPONIC;5,107
18067,6;752,0;1108,6;22,3;66,28;18,38;6,29;Spinach;SOIL_BASED;3,502
13389,2;793,9;1155,8;24,16;61,39;19,25;6,15;Kale;AEROPONIC;6,349
20953,6;1025,3;1393,3;25,87;89,01;22,7;5,94;Spinach;AEROPONIC;4,873
19635,4;796,7;871,9;28,68;64,97;26,36;6,55;Bok Choy;AQUAPONIC;4,419
14470,4;820,2;1710,8;23,46;62,94;18,11;6,03;Lettuce;SOIL_BASED;3,735
13941,5;859,8;1755,8;24,0;58,67;19,49;6,03;Bok Choy;AEROPONIC;4,754
6047,7;601,6;1320,1;23,61;74,48;19,82;6,4;Bok Choy;AEROPONIC;5,053
13779,1;761,4;936,5;22,88;52,23;16,92;5,54;Bok Choy;AEROPONIC;4,982
15455,4;601,5;910,7;19,73;52,88;15,76;6,4;Chinese Cabbage;AQUAPONIC;4,119
14443,2;377,7;1305,3;20,36;67,71;17,9;6,34;Spinach;AQUAPONIC;4,306
15141,8;564,0;1074,0;23,46;71,95;19,05;5,94;Spinach;AQUAPONIC;4,491
16199,9;773,7;1612,0;24,46;67,24;19,9;6,03;Spinach;HYDROPONIC;4,882
13453,2;971,8;1191,7;27,03;85,25;22,46;5,67;Chinese Cabbage;AQUAPONIC;3,836
15248,1;830,5;1397,5;22,91;63,58;19,18;6,96;Lettuce;AEROPONIC;5,834
12273,8;848,0;1264,8;27,78;65,42;24,59;5,63;Bok Choy;AQUAPONIC;4,412
10247,2;927,7;1139,8;20,13;67,66;15,98;5,72;Lettuce;AQUAPONIC;5,053
20323,8;1049,7;1082,5;24,09;68,36;18,5;6,85;Chinese Cabbage;SOIL_BASED;2,92
10312,9;888,1;981,2;22,75;66,95;18,58;6,88;Spinach;AEROPONIC;5,102
13554,7;672,1;1182,0;19,82;66,52;15,91;5,72;Bok Choy;AQUAPONIC;4,827
17120,1;772,9;1297,8;18,76;56,9;15,12;6,46;Kale;HYDROPONIC;5,629
13591,6;984,0;1339,6;22,28;73,85;18,33;6,35;Kale;SOIL_BASED;4,205
16489,8;882,5;1288,2;22,49;76,32;17,74;5,91;Lettuce;AQUAPONIC;5,402
18263,0;669,8;1228,9;21,01;63,99;16,77;5,96;Spinach;SOIL_BASED;3,328
14753,3;824,1;792,2;25,63;67,62;21,3;6,07;Kale;SOIL_BASED;4,103
16113,4;977,3;1582,4;22,36;81,22;17,33;6,62;Lettuce;HYDROPONIC;5,518
16443,0;927,6;881,1;20,74;61,6;16,76;6,63;Chinese Cabbage;HYDROPONIC;4,231
11555,5;886,4;1411,4;22,84;69,75;18,81;5,85;Lettuce;HYDROPONIC;5,734
9631,2;630,9;1601,2;21,73;68,84;18,28;6,18;Lettuce;AEROPONIC;5,917
21552,7;637,0;1591,3;28,11;81,64;22,64;5,93;Lettuce;SOIL_BASED;3,404
16026,1;796,2;1487,8;22,62;83,79;17,2;5,11;Bok Choy;AQUAPONIC;4,334
11467,5;1050,8;1299,4;20,93;74,77;16,63;6,39;Lettuce;HYDROPONIC;5,779
21816,1;864,9;1045,2;28,11;95,0;24,48;6,02;Lettuce;HYDROPONIC;5,122
9295,8;782,3;916,5;25,53;68,24;21,19;5,77;Bok Choy;SOIL_BASED;3,703
11435,1;686,9;1289,4;23,8;40,0;19,59;6,09;Bok Choy;SOIL_BASED;3,349
12856,6;894,3;1103,4;21,27;63,65;16,75;5,76;Chinese Cabbage;SOIL_BASED;2,94
17924,4;951,2;1146,7;25,65;64,17;21,56;6,75;Spinach;AQUAPONIC;4,179
13137,5;731,4;1459,8;19,4;81,18;14,43;6,53;Kale;AEROPONIC;6,055
14136,3;748,8;1233,1;25,44;66,41;21,58;6,39;Kale;AEROPONIC;6,066
10195,5;705,6;1084,6;24,2;79,27;19,45;5,81;Lettuce;HYDROPONIC;5,657
13910,3;620,7;2056,5;26,27;74,84;21,29;6,03;Chinese Cabbage;AEROPONIC;4,381
13538,2;547,3;1192,5;16,89;70,5;12,1;5,69;Lettuce;AQUAPONIC;4,919
8911,4;892,2;1482,9;20,92;71,43;15,82;6,09;Kale;AEROPONIC;6,262
13384,5;589,5;1460,4;20,7;70,42;16,5;5,89;Bok Choy;AQUAPONIC;4,261
11354,3;912,0;1171,6;20,37;77,67;17,09;6,1;Spinach;HYDROPONIC;4,599
19533,4;452,1;1100,5;24,69;65,87;19,58;6,45;Chinese Cabbage;SOIL_BASED;3,118
15441,6;877,6;855,6;22,67;64,75;18,64;6,19;Bok Choy;AQUAPONIC;4,754
19656,1;718,6;1343,6;21,06;71,49;16,42;5,96;Spinach;SOIL_BASED;3,514
7814,1;828,0;1289,2;20,41;69,66;15,48;5,76;Chinese Cabbage;HYDROPONIC;4,486
10879,2;742,6;964,8;20,81;66,23;15,73;5,07;Chinese Cabbage;AQUAPONIC;3,726
11970,9;714,0;1609,8;25,92;86,58;21,89;6,53;Kale;AQUAPONIC;5,302
11658,7;617,0;1442,4;23,31;74,07;19,96;6,25;Bok Choy;AEROPONIC;4,998
15593,5;774,2;1285,2;25,83;63,25;22,66;6,67;Chinese Cabbage;AQUAPONIC;4,051
13493,9;1001,3;1184,1;30,96;73,09;26,52;5,9;Chinese Cabbage;HYDROPONIC;4,015
10968,2;886,1;1224,3;23,45;60,0;19,16;5,2;Spinach;SOIL_BASED;3,535
24458,0;609,4;972,8;19,53;58,26;16,07;6,32;Kale;AQUAPONIC;5,266
15171,1;735,2;1122,5;23,12;74,81;18,59;5,68;Lettuce;HYDROPONIC;5,625
7428,4;721,4;1468,1;28,76;60,7;24,96;6,67;Kale;HYDROPONIC;5,656
17042,1;857,5;1238,0;26,54;68,35;21,51;5,68;Lettuce;AQUAPONIC;5,04
22908,6;556,8;1836,8;21,69;59,16;16,76;6,07;Bok Choy;AEROPONIC;4,991
17046,3;930,5;1123,8;22,65;65,54;18,33;6,29;Bok Choy;AQUAPONIC;4,674
10880,9;1182,3;1257,7;25,67;64,33;22,01;6,24;Chinese Cabbage;AQUAPONIC;3,971
12935,5;803,0;1405,0;24,84;67,2;20,46;6,07;Bok Choy;AEROPONIC;5,159
17344,8;746,9;1441,7;25,7;87,61;19,61;6,01;Chinese Cabbage;HYDROPONIC;4,063
11210,2;933,2;1214,5;22,83;78,9;19,5;6,51;Kale;AQUAPONIC;5,449
13960,8;625,0;1096,9;24,59;67,04;19,74;6,0;Bok Choy;AEROPONIC;5,115
11338,8;958,1;1203,2;22,65;66,25;18,21;6,19;Kale;SOIL_BASED;4,417
16563,6;645,0;1392,3;27,4;62,0;23,33;6,64;Kale;SOIL_BASED;3,991
17331,3;1171,5;1211,4;19,23;59,18;15,78;6,18;Bok Choy;AEROPONIC;4,975
19136,5;504,4;1912,5;19,24;66,73;13,73;5,61;Kale;HYDROPONIC;6,029
18043,3;679,8;1205,5;21,5;79,33;16,36;6,44;Bok Choy;AEROPONIC;4,778
19467,8;839,2;1344,6;21,6;41,15;16,75;6,05;Bok Choy;HYDROPONIC;4,51
20189,4;884,5;1290,8;19,23;76,68;14,87;6,42;Bok Choy;SOIL_BASED;3,703
9608,8;708,4;1225,1;18,72;77,75;16,05;5,85;Lettuce;AQUAPONIC;5,168
11773,5;963,3;1508,0;26,49;49,87;22,1;5,92;Kale;AEROPONIC;6,012
11299,7;625,8;1017,0;23,03;68,31;19,57;6,13;Spinach;SOIL_BASED;3,524
15075,0;620,9;1895,6;22,82;64,29;17,74;5,89;Bok Choy;AQUAPONIC;4,495
12283,7;589,5;1103,7;23,66;66,58;18,78;5,96;Kale;SOIL_BASED;4,48
13162,6;810,7;1403,8;27,97;69,82;23,11;6,65;Chinese Cabbage;AEROPONIC;4,528
18249,7;759,6;1335,0;23,83;70,7;18,06;6,04;Bok Choy;AEROPONIC;5,191
16431,7;604,1;1274,8;23,19;56,35;20,24;5,44;Bok Choy;AQUAPONIC;4,494
12762,7;804,6;1623,5;21,71;81,83;19,14;6,43;Spinach;AEROPONIC;4,963
17261,6;611,8;1786,0;25,18;63,96;20,26;6,39;Lettuce;SOIL_BASED;4,241
15511,4;820,6;1077,2;23,32;90,36;20,29;6,65;Lettuce;AQUAPONIC;5,036
15523,9;914,7;1082,4;28,13;59,99;23,9;5,99;Bok Choy;AQUAPONIC;4,253
16840,8;623,3;1421,0;23,05;59,01;19,11;5,85;Kale;SOIL_BASED;4,239
5913,6;722,3;1267,4;26,32;70,75;22,05;6,37;Chinese Cabbage;HYDROPONIC;4,364
11371,6;1002,5;1150,5;21,51;75,64;17,45;6,15;Chinese Cabbage;AQUAPONIC;4,164
10933,1;712,4;1206,4;21,48;78,83;17,04;6,57;Kale;HYDROPONIC;5,726
14614,0;702,0;1150,3;18,38;59,6;15,58;6,48;Bok Choy;SOIL_BASED;3,57
17188,2;1118,9;988,8;25,72;65,16;20,44;6,19;Chinese Cabbage;SOIL_BASED;3,03
12692,1;930,9;1350,8;23,39;83,86;19,23;5,7;Lettuce;AQUAPONIC;5,092
11227,7;722,6;1293,6;25,29;64,86;20,97;6,41;Kale;AEROPONIC;6,104
6909,4;871,2;1162,2;28,25;75,57;24,89;6,36;Spinach;AQUAPONIC;4,218
15795,0;432,3;785,1;21,13;51,9;16,75;6,36;Bok Choy;AEROPONIC;4,8
10376,2;681,9;1193,7;20,71;54,29;16,04;5,76;Kale;HYDROPONIC;6,206
15564,3;735,2;1789,6;21,3;76,21;17,24;6,33;Chinese Cabbage;AEROPONIC;4,485
11396,8;705,2;1193,3;17,61;66,74;13,49;5,38;Bok Choy;AQUAPONIC;4,442
16441,0;666,9;1201,5;22,96;74,43;19,56;5,8;Lettuce;AEROPONIC;5,763
15781,8;862,9;1154,4;25,98;62,66;23,73;6,11;Bok Choy;SOIL_BASED;4,08
8270,8;734,8;1441,0;23,64;53,92;19,49;6,29;Bok Choy;HYDROPONIC;4,952
17556,2;758,8;1559,2;19,1;68,79;15,79;6,37;Lettuce;SOIL_BASED;4,307
15541,7;724,7;1109,5;22,5;56,13;18,52;5,66;Lettuce;SOIL_BASED;4,039
18291,4;708,5;888,8;23,85;69,06;18,04;6,59;Bok Choy;SOIL_BASED;3,604
9643,9;871,8;1191,4;26,2;59,79;21,79;5,82;Lettuce;SOIL_BASED;3,888
10618,0;875,6;1143,5;25,73;73,55;22,26;5,95;Kale;AEROPONIC;6,229
13141,1;890,1;1225,8;22,53;65,7;19,08;5,98;Lettuce;SOIL_BASED;4,24
13950,6;779,9;1590,4;22,53;65,43;17,59;5,52;Lettuce;AEROPONIC;5,557
13553,9;779,5;1013,9;25,16;70,9;21,82;5,79;Bok Choy;SOIL_BASED;3,667
7672,2;732,2;1389,7;21,84;75,9;19,25;6,19;Kale;AQUAPONIC;5,554
15428,3;901,2;1391,4;25,9;69,55;21,55;6,64;Spinach;SOIL_BASED;3,193
13502,4;665,9;1411,0;21,65;83,15;15,69;6,26;Spinach;AQUAPONIC;4,297
13167,2;795,7;1460,8;27,84;82,8;23,6;6,47;Chinese Cabbage;AEROPONIC;4,488
14559,0;766,4;788,9;24,16;62,03;19,99;5,67;Lettuce;HYDROPONIC;5,399
15351,0;630,3;1437,2;18,01;58,5;14,87;6,21;Lettuce;AEROPONIC;5,904
14079,8;741,1;1277,4;25,29;57,61;22,32;6,15;Kale;HYDROPONIC;6,081
11103,4;739,1;1100,6;24,21;83,32;19,88;6,0;Spinach;HYDROPONIC;4,287
9653,2;918,4;1709,9;24,86;57,65;19,53;6,03;Chinese Cabbage;SOIL_BASED;3,117
17586,3;817,4;1512,1;29,81;64,7;25,46;5,49;Kale;HYDROPONIC;5,723
11060,7;885,7;1069,2;22,77;68,09;18,66;6,25;Lettuce;AEROPONIC;6,158
10137,6;557,3;1156,1;19,15;83,05;14,62;6,13;Spinach;SOIL_BASED;3,194
14574,2;647,9;1560,8;27,05;56,86;21,84;6,08;Chinese Cabbage;HYDROPONIC;4,202
16174,1;957,4;1272,0;18,52;77,24;12,69;6,45;Bok Choy;AEROPONIC;4,964
18937,5;656,1;942,7;21,41;68,12;17,1;6,56;Spinach;HYDROPONIC;4,743
11430,8;801,1;1736,9;23,62;66,91;18,3;5,96;Chinese Cabbage;HYDROPONIC;4,164
11927,2;692,0;1216,2;20,98;67,77;17,58;7,09;Kale;SOIL_BASED;4,293
15223,1;894,5;1287,9;23,32;62,02;19,2;6,38;Bok Choy;SOIL_BASED;4,063
16741,9;731,1;1399,4;23,12;64,47;19,29;5,46;Chinese Cabbage;AEROPONIC;4,399
12450,3;761,8;1062,6;27,8;61,85;22,4;6,21;Chinese Cabbage;SOIL_BASED;3,455
16795,6;663,8;1617,2;16,72;56,85;12,0;6,62;Lettuce;SOIL_BASED;3,805
12397,5;718,5;1038,7;23,74;57,99;19,4;6,19;Spinach;AQUAPONIC;4,128
14917,8;903,3;1342,5;20,92;78,05;17,0;5,62;Lettuce;AQUAPONIC;4,782
9908,3;770,8;1143,1;21,92;65,02;17,56;5,94;Bok Choy;AEROPONIC;5,561
15967,3;626,9;1556,9;25,4;73,7;21,48;5,96;Chinese Cabbage;SOIL_BASED;3,272
16284,8;887,4;1427,6;24,95;66,49;19,51;5,74;Lettuce;AEROPONIC;5,767
15198,7;671,7;1233,8;24,46;66,34;19,66;6,14;Spinach;AQUAPONIC;4,192
7926,2;814,7;876,7;19,98;67,35;16,27;6,67;Bok Choy;AQUAPONIC;4,634
13105,2;730,5;1378,2;26,82;74,21;23,67;5,63;Kale;AQUAPONIC;5,891
15758,0;937,9;1317,7;21,05;62,17;17,73;5,91;Lettuce;AEROPONIC;5,771
11721,8;990,8;878,7;27,38;66,69;22,49;7,09;Bok Choy;SOIL_BASED;3,536
18717,9;789,9;1333,1;21,68;75,69;16,07;5,79;Kale;HYDROPONIC;6,097
22466,0;367,0;1451,2;26,39;77,21;22,25;5,71;Lettuce;SOIL_BASED;3,911
11422,9;738,8;1296,8;23,78;80,62;20,58;6,15;Bok Choy;AEROPONIC;5,387
16696,3;708,5;1150,7;18,81;59,82;13,69;5,53;Bok Choy;AQUAPONIC;4,858
13958,3;762,9;1636,9;22,5;62,56;19,13;5,86;Lettuce;HYDROPONIC;5,674
16060,7;902,0;1754,6;28,27;66,31;24,38;6,44;Bok Choy;AEROPONIC;5,023
14100,8;701,3;990,6;25,81;56,82;21,82;5,2;Chinese Cabbage;AQUAPONIC;3,885
13851,2;763,1;1547,8;22,28;75,42;18,91;5,86;Lettuce;AEROPONIC;5,692
12885,4;825,9;1391,3;27,15;70,45;22,44;5,11;Bok Choy;HYDROPONIC;4,924
16300,7;849,6;1121,5;24,29;66,68;20,11;6,58;Kale;AQUAPONIC;5,407
9206,3;829,8;1224,9;28,1;76,75;25,0;5,82;Kale;SOIL_BASED;4,168
12047,5;657,7;1236,6;23,28;61,58;19,06;6,07;Chinese Cabbage;AEROPONIC;4,632
14786,0;930,9;1553,1;22,68;77,59;18,86;5,91;Lettuce;HYDROPONIC;5,463
12404,4;810,0;1164,6;26,27;82,81;22,88;5,64;Bok Choy;SOIL_BASED;3,478
18801,5;510,5;803,9;24,21;70,62;19,52;6,28;Bok Choy;HYDROPONIC;5,071
16402,3;626,4;1224,5;25,06;67,94;20,87;5,97;Kale;AEROPONIC;6,164
10741,1;760,4;1523,5;21,08;69,43;17,15;6,21;Chinese Cabbage;HYDROPONIC;4,228
13605,6;834,9;1588,6;26,78;56,19;23,72;6,33;Kale;AQUAPONIC;5,215
17247,3;897,1;1172,9;26,25;66,33;21,87;6,25;Kale;HYDROPONIC;5,958
15571,7;1025,3;1403,9;27,28;85,49;23,08;6,15;Chinese Cabbage;AEROPONIC;4,259
14061,5;765,9;1593,4;19,69;86,06;17,2;6,01;Lettuce;AQUAPONIC;4,848
13974,7;787,6;1449,9;20,24;68,78;14,47;5,55;Bok Choy;HYDROPONIC;4,868
18603,3;602,3;1817,0;21,41;63,37;16,21;6,26;Lettuce;HYDROPONIC;5,791
9836,8;808,8;1642,2;22,83;76,75;18,71;6,01;Spinach;AQUAPONIC;4,334
20913,6;831,4;1168,0;19,77;67,7;14,78;6,63;Spinach;SOIL_BASED;3,354
15219,1;908,9;1254,1;25,28;76,04;21,39;6,51;Spinach;SOIL_BASED;3,288
20496,7;907,2;1721,3;22,27;61,68;18,35;6,59;Chinese Cabbage;AQUAPONIC;4,111
14385,4;821,0;975,4;27,02;70,6;22,32;6,28;Kale;HYDROPONIC;5,933
23218,8;832,1;1262,3;29,38;64,93;25,48;6,52;Lettuce;SOIL_BASED;4,023
12286,0;808,8;1774,7;21,84;67,95;17,33;6,11;Bok Choy;AQUAPONIC;4,662
14770,1;762,8;1808,0;21,35;63,15;18,2;6,89;Spinach;AEROPONIC;4,74
17353,7;830,8;1356,5;25,59;66,81;22,49;5,4;Lettuce;HYDROPONIC;5,649
17245,6;712,1;846,7;23,77;70,57;19,58;6,5;Spinach;AEROPONIC;4,667
11469,3;600,8;1187,1;24,54;73,91;21,41;5,76;Spinach;HYDROPONIC;4,955
9434,5;666,3;1468,0;27,22;66,64;22,54;6,03;Bok Choy;SOIL_BASED;3,473
11563,5;804,9;1074,0;22,74;80,33;18,08;5,93;Chinese Cabbage;AEROPONIC;4,562
13652,1;851,0;1889,7;20,52;57,06;17,87;5,66;Kale;AEROPONIC;5,716
13992,8;920,3;1218,8;20,05;55,28;16,14;5,77;Chinese Cabbage;AQUAPONIC;4,095
14870,4;1110,1;1625,8;23,0;62,95;18,16;5,49;Lettuce;SOIL_BASED;3,919
17030,6;836,1;1248,7;22,51;68,09;19,09;5,59;Chinese Cabbage;SOIL_BASED;3,186
14115,7;635,1;1360,8;25,92;81,8;21,65;5,06;Lettuce;HYDROPONIC;5,731
7529,2;710,0;1279,5;27,4;66,42;23,88;5,92;Lettuce;AQUAPONIC;5,244
17901,2;954,8;1133,7;27,39;59,96;23,98;5,7;Kale;AQUAPONIC;5,396
18566,5;917,3;1175,8;21,54;62,54;17,25;5,76;Bok Choy;HYDROPONIC;4,763
15634,2;826,6;1462,2;21,25;68,69;18,37;6,71;Kale;AEROPONIC;6,1
13511,2;625,4;1225,0;18,42;58,85;14,37;5,77;Chinese Cabbage;HYDROPONIC;4,363
15387,3;885,9;1165,6;23,51;84,4;18,88;5,38;Lettuce;HYDROPONIC;5,396
18568,2;775,9;1439,6;25,98;48,1;22,68;6,96;Spinach;HYDROPONIC;4,704
10603,5;817,1;1677,7;21,52;61,51;18,04;6,62;Spinach;AQUAPONIC;4,21
12335,3;1081,9;1725,8;19,36;63,23;14,55;6,5;Lettuce;HYDROPONIC;5,72
12284,3;734,2;1021,3;28,78;59,71;26,11;5,96;Kale;HYDROPONIC;5,65
